name,month_and_day,segment,call,current_price,date,symbol
Cerus (CERS),05/11,L,buy,5.46,2020-05-11,CERS
Chipotle Mexican Grill (CMG),05/11,D,buy,933.93,2020-05-11,CMG
Costco (COST),05/11,D,buy,310.33,2020-05-11,COST
Coupa Software (COUP),05/11,D,buy,209.31,2020-05-11,COUP
Cisco Systems (CSCO),05/11,L,positive,43.32,2020-05-11,CSCO
Domino's Pizza (DPZ),05/11,D,buy,377.49,2020-05-11,DPZ
Dexcom (DXCM),05/11,D,buy,421.36,2020-05-11,DXCM
Everbridge (EVBG),05/11,D,buy,155.1,2020-05-11,EVBG
HMS Holdings (HMSY),05/11,L,buy,28.49,2020-05-11,HMSY
LivePerson (LPSN),05/11,I,buy,34.67,2020-05-11,LPSN
Livongo Health (LVGO),05/11,D,buy,53.59,2020-05-11,LVGO
Moderna (MRNA),05/11,D,buy,66.9,2020-05-11,MRNA
Mirati Therapeutics (MRTX),05/11,L,buy,105.59,2020-05-11,MRTX
Cloudflare (NET),05/11,D,buy,28.12,2020-05-11,NET
Peloton (PTON),05/11,D,buy,42.8,2020-05-11,PTON
Square (SQ),05/11,D,buy,74.9,2020-05-11,SQ
Target (TGT),05/11,D,buy,120.18,2020-05-11,TGT
Uber (UBER),05/11,L,positive,31.64,2020-05-11,UBER
Upwork (UPWK),05/11,I,buy,10.51,2020-05-11,UPWK
Vertex Pharmaceuticals (VRTX),05/11,L,buy,285.28,2020-05-11,VRTX
Walmart (WMT),05/11,D,buy,123.67,2020-05-11,WMT
WestRock (WRK),05/11,L,sell,25.97,2020-05-11,WRK
Beyond Meat (BYND),05/11,D,buy,130.82,2020-05-11,BYND
Masimo (MASI),05/11,D,buy,250.39,2020-05-11,MASI
American Electric Power (AEP),05/11,I,buy,79.17,2020-05-11,AEP
Uber (UBER),05/12,D,positive,32.4,2020-05-12,UBER
Sprout Social (SPT),05/12,L,positive,22.61,2020-05-12,SPT
Yext (YEXT),05/12,L,buy,14.07,2020-05-12,YEXT
VectoIQ Acquisition (VTIQ),05/12,L,sell,27.1,2020-05-12,VTIQ
Target (TGT),05/12,D,buy,119.39,2020-05-12,TGT
Novavax (NVAX),05/12,I,buy,39.82,2020-05-12,NVAX
Lowe's (LOW),05/12,D,buy,111.24,2020-05-12,LOW
Logitech International (LOGI),05/12,I,buy,51.86,2020-05-12,LOGI
Inseego (INSG),05/12,L,positive,10.62,2020-05-12,INSG
Walmart (WMT),05/12,D,buy,123.78,2020-05-12,WMT
Home Depot (HD),05/12,D,buy,232.9,2020-05-12,HD
Domino's Pizza (DPZ),05/12,D,buy,377.94,2020-05-12,DPZ
Dow Chemical (DOW),05/12,L,negative,33.79,2020-05-12,DOW
Delphi Automotive (DLPH),05/12,L,sell,11.44,2020-05-12,DLPH
Costco (COST),05/12,D,buy,304.84,2020-05-12,COST
Chipotle Mexican Grill (CMG),05/12,D,buy,929.85,2020-05-12,CMG
Braskem (BAK),05/12,L,sell,7.11,2020-05-12,BAK
Fiverr International (FVRR),05/12,L,sell,54.56,2020-05-12,FVRR
Ventas (VTR),05/12,L,sell,27.76,2020-05-12,VTR
Revolve Group (RVLV),05/13,L,buy,14.64,2020-05-13,RVLV
Shopify (SHOP),05/13,L,buy,754.38,2020-05-13,SHOP
Pfizer (PFE),05/13,D,positive,37.05,2020-05-13,PFE
Qualcomm (QCOM),05/13,D,buy,78.0,2020-05-13,QCOM
PayPal (PYPL),05/13,D,positive,143.73,2020-05-13,PYPL
Advanced Micro Devices (AMD),05/13,D,buy,52.18,2020-05-13,AMD
Public Service Enterprise (PEG),05/13,I,buy,44.96,2020-05-13,PEG
NVIDIA (NVDA),05/13,D,buy,311.2,2020-05-13,NVDA
Wells Fargo (WFC),05/13,D,negative,22.53,2020-05-13,WFC
KeyCorp (KEY),05/13,L,negative,9.66,2020-05-13,KEY
Novavax (NVAX),05/13,D,negative,40.67,2020-05-13,NVAX
HP (HPQ),05/13,L,positive,14.06,2020-05-13,HPQ
Hewlett Packard Enterpris (HPE),05/13,L,sell,9.08,2020-05-13,HPE
Eaton (ETN),05/13,L,sell,73.87,2020-05-13,ETN
Chevron (CVX),05/13,D,positive,88.7,2020-05-13,CVX
Cisco Systems (CSCO),05/13,I,buy,41.95,2020-05-13,CSCO
Johnson & Johnson (JNJ),05/13,D,positive,147.13,2020-05-13,JNJ
Martin Marietta Materials (MLM),05/14,L,negative,169.01,2020-05-14,MLM
Planet Fitness (PLNT),05/14,I,buy,51.01,2020-05-14,PLNT
S&P Global (SPGI),05/14,I,buy,300.12,2020-05-14,SPGI
Spotify (SPOT),05/14,L,buy,152.07,2020-05-14,SPOT
Walmart (WMT),05/14,D,buy,123.42,2020-05-14,WMT
Ubiquiti Networks (UI),05/14,L,negative,173.57,2020-05-14,UI
Wingstop (WING),05/14,D,buy,121.91,2020-05-14,WING
Mercadolibre (MELI),05/14,L,buy,777.27,2020-05-14,MELI
Target (TGT),05/14,D,buy,119.94,2020-05-14,TGT
McDonald's (MCD),05/14,D,buy,175.41,2020-05-14,MCD
Alibaba (BABA),05/14,L,buy,201.3,2020-05-14,BABA
Callaway Golf (ELY),05/14,L,buy,11.5,2020-05-14,ELY
Halozyme Therapeutics (HALO),05/14,L,sell,23.78,2020-05-14,HALO
Alteryx (AYX),05/14,I,buy,125.5,2020-05-14,AYX
Bristol-Myers Squibb (BMY),05/14,L,buy,63.77,2020-05-14,BMY
Cardlytics (CDLX),05/14,L,buy,51.5,2020-05-14,CDLX
AbbVie (ABBV),05/14,L,buy,89.94,2020-05-14,ABBV
Costco (COST),05/14,D,buy,299.74,2020-05-14,COST
Cisco Systems (CSCO),05/14,L,buy,43.85,2020-05-14,CSCO
Domino's Pizza (DPZ),05/14,D,buy,376.01,2020-05-14,DPZ
Chipotle Mexican Grill (CMG),05/14,D,buy,932.18,2020-05-14,CMG
Lowe's (LOW),05/15,D,buy,113.78,2020-05-15,LOW
Foot Locker (FL),05/15,D,sell,25.42,2020-05-15,FL
Fortinet (FTNT),05/15,L,buy,143.43,2020-05-15,FTNT
Home Depot (HD),05/15,D,buy,239.33,2020-05-15,HD
Inovio Pharmaceuticals (INO),05/15,L,buy,13.43,2020-05-15,INO
Jacobs Engineering (J),05/15,L,sell,72.11,2020-05-15,J
Kohl's (KSS),05/15,D,sell,17.54,2020-05-15,KSS
Medtronic (MDT),05/15,D,positive,93.89,2020-05-15,MDT
TJX Companies (TJX),05/15,D,positive,47.17,2020-05-15,TJX
Simon Property Group (SPG),05/15,L,negative,51.32,2020-05-15,SPG
Splunk (SPLK),05/15,D,buy,156.19,2020-05-15,SPLK
Target (TGT),05/15,D,buy,120.94,2020-05-15,TGT
Tesla (TSLA),05/15,D,buy,799.17,2020-05-15,TSLA
Take-Two Interactive (TTWO),05/15,D,buy,132.54,2020-05-15,TTWO
Wix.com (WIX),05/15,I,buy,201.78,2020-05-15,WIX
Walmart (WMT),05/15,D,buy,125.94,2020-05-15,WMT
FireEye (FEYE),05/15,L,negative,11.33,2020-05-15,FEYE
Shopify (SHOP),05/15,D,buy,767.0,2020-05-15,SHOP
Euronav (EURN),05/15,L,sell,9.81,2020-05-15,EURN
CyberArk Software (CYBR),05/15,L,buy,95.54,2020-05-15,CYBR
Deere & Company (DE),05/15,D,negative,126.01,2020-05-15,DE
Avaya (AVYA),05/15,L,buy,13.2,2020-05-15,AVYA
Alibaba (BABA),05/15,D,negative,203.68,2020-05-15,BABA
Best Buy (BBY),05/15,D,positive,78.61,2020-05-15,BBY
DraftKings (DKNG),05/15,I,buy,29.23,2020-05-15,DKNG
Caterpillar (CAT),05/15,L,sell,107.92,2020-05-15,CAT
Beyond Meat (BYND),05/15,D,buy,134.16,2020-05-15,BYND
Chevron (CVX),05/18,L,buy,92.55,2020-05-18,CVX
Denny's (DENN),05/18,I,buy,10.11,2020-05-18,DENN
Energy Transfer (ET),05/18,L,sell,7.81,2020-05-18,ET
Mastercard (MA),05/18,L,negative,289.9,2020-05-18,MA
Moderna (MRNA),05/18,D,positive,80.0,2020-05-18,MRNA
Avaya (AVYA),05/18,I,buy,13.87,2020-05-18,AVYA
Qorvo (QRVO),05/18,L,positive,99.04,2020-05-18,QRVO
RingCentral (RNG),05/18,L,buy,263.06,2020-05-18,RNG
Seattle Genetics (SGEN),05/18,L,buy,158.95,2020-05-18,SGEN
Virtu Financial (VIRT),05/18,L,buy,22.61,2020-05-18,VIRT
Exxon Mobil (XOM),05/18,L,negative,45.34,2020-05-18,XOM
Penske Automotive Group (PAG),05/18,L,buy,33.65,2020-05-18,PAG
Walt Disney (DIS),05/19,L,positive,114.37,2020-05-19,DIS
Domo (DOMO),05/19,L,buy,24.17,2020-05-19,DOMO
Elastic (ESTC),05/19,L,negative,73.91,2020-05-19,ESTC
Facebook (FB),05/19,D,buy,216.88,2020-05-19,FB
Five9 (FIVN),05/19,I,buy,103.8,2020-05-19,FIVN
Ping Identity (PING),05/19,I,buy,24.45,2020-05-19,PING
Netflix (NFLX),05/19,D,buy,451.04,2020-05-19,NFLX
Dave and Busters (PLAY),05/19,L,sell,11.22,2020-05-19,PLAY
Ventas (VTR),05/19,L,sell,32.43,2020-05-19,VTR
Walmart (WMT),05/19,D,positive,124.95,2020-05-19,WMT
Dropbox (DBX),05/19,L,buy,21.75,2020-05-19,DBX
MGM Resorts (MGM),05/19,L,negative,15.16,2020-05-19,MGM
Credit Acceptance (CACC),05/19,L,sell,343.36,2020-05-19,CACC
Wynn Resorts (WYNN),05/19,L,buy,82.03,2020-05-19,WYNN
Aptiv (APTV),05/19,L,sell,70.0,2020-05-19,APTV
Apple (AAPL),05/19,D,buy,313.14,2020-05-19,AAPL
Athersys (ATHX),05/19,L,buy,2.98,2020-05-19,ATHX
Verizon (VZ),05/20,I,buy,54.26,2020-05-20,VZ
TE Connectivity (TEL),05/20,L,buy,78.35,2020-05-20,TEL
Pioneer Natural Resources (PXD),05/20,L,negative,92.43,2020-05-20,PXD
Netflix (NFLX),05/20,D,buy,447.67,2020-05-20,NFLX
Mondelez International (MDLZ),05/20,I,buy,49.75,2020-05-20,MDLZ
Lowe's (LOW),05/20,I,buy,116.99,2020-05-20,LOW
GW Pharmaceuticals (GWPH),05/20,L,buy,124.91,2020-05-20,GWPH
Facebook (FB),05/20,D,buy,229.97,2020-05-20,FB
Digital Realty Trust (DLR),05/20,L,buy,132.75,2020-05-20,DLR
Dropbox (DBX),05/20,L,buy,22.23,2020-05-20,DBX
Citrix Systems (CTXS),05/20,L,buy,137.44,2020-05-20,CTXS
Box (BOX),05/20,L,sell,17.84,2020-05-20,BOX
Bed Bath & Beyond (BBBY),05/20,L,negative,5.95,2020-05-20,BBBY
Apple (AAPL),05/20,D,buy,319.23,2020-05-20,AAPL
B&G Foods (BGS),05/20,L,negative,22.34,2020-05-20,BGS
Tesla (TSLA),05/21,L,buy,827.6,2020-05-21,TSLA
Arrowhead Pharmaceuticals (ARWR),05/21,L,positive,35.84,2020-05-21,ARWR
Ford Motor (F),05/21,L,sell,5.63,2020-05-21,F
Medifast (MED),05/21,L,buy,92.72,2020-05-21,MED
Moderna (MRNA),05/21,D,positive,67.05,2020-05-21,MRNA
Palo Alto Networks (PANW),05/21,I,buy,229.5,2020-05-21,PANW
Sony (SNE),05/21,L,buy,62.74,2020-05-21,SNE
Target (TGT),05/21,I,buy,118.68,2020-05-21,TGT
Take-Two Interactive (TTWO),05/21,I,buy,138.19,2020-05-21,TTWO
Textron (TXT),05/21,L,negative,26.95,2020-05-21,TXT
Penn National Gaming (PENN),05/26,L,buy,29.29,2020-05-26,PENN
Pure Storage (PSTG),05/26,L,buy,16.85,2020-05-26,PSTG
Roku (ROKU),05/26,D,negative,107.59,2020-05-26,ROKU
Schrodinger (SDGR),05/26,L,buy,69.06,2020-05-26,SDGR
NortonLifeLock (NLOK),05/26,L,positive,19.87,2020-05-26,NLOK
Splunk (SPLK),05/26,D,buy,181.15,2020-05-26,SPLK
Target (TGT),05/26,D,buy,115.12,2020-05-26,TGT
Wix.com (WIX),05/26,D,buy,209.76,2020-05-26,WIX
Snap (SNAP),05/26,D,negative,17.41,2020-05-26,SNAP
Palo Alto Networks (PANW),05/26,D,buy,231.17,2020-05-26,PANW
Becton Dickinson (BDX),05/26,D,negative,233.14,2020-05-26,BDX
Kimberly-Clark (KMB),05/26,D,negative,136.0,2020-05-26,KMB
Intuit (INTU),05/26,I,buy,282.2,2020-05-26,INTU
DataDog (DDOG),05/26,D,buy,71.0,2020-05-26,DDOG
Caesars Entertainment (CZR),05/26,L,negative,11.39,2020-05-26,CZR
Corteva Agriscienses (CTVA),05/26,I,buy,25.64,2020-05-26,CTVA
Canopy Growth (CGC),05/26,L,positive,20.01,2020-05-26,CGC
Beyond Meat (BYND),05/26,L,buy,132.87,2020-05-26,BYND
Newell Brands (NWL),05/26,L,sell,13.55,2020-05-26,NWL
Netflix (NFLX),05/27,D,buy,419.89,2020-05-27,NFLX
Procter & Gamble (PG),05/27,L,buy,113.89,2020-05-27,PG
Switch (SWCH),05/27,L,positive,18.85,2020-05-27,SWCH
Thor Industries (THO),05/27,L,negative,88.0,2020-05-27,THO
Waste Management (WM),05/27,L,buy,104.3,2020-05-27,WM
Workday (WDAY),05/27,I,buy,170.38,2020-05-27,WDAY
Winnebago Industries (WGO),05/27,L,buy,58.55,2020-05-27,WGO
Slack (WORK),05/27,L,buy,32.11,2020-05-27,WORK
Southwest Airlines (LUV),05/27,F,buy,33.66,2020-05-27,LUV
Take-Two Interactive (TTWO),05/27,F,buy,134.52,2020-05-27,TTWO
Zynga (ZNGA),05/27,L,buy,7.99,2020-05-27,ZNGA
HP (HPQ),05/27,I,buy,17.12,2020-05-27,HPQ
Gladstone Commercial (GOOD),05/27,L,sell,18.2,2020-05-27,GOOD
GSX Techedu (GSX),05/27,L,sell,29.77,2020-05-27,GSX
Air Lease Corporation (AL),05/27,I,buy,30.4,2020-05-27,AL
Alibaba (BABA),05/27,L,buy,201.18,2020-05-27,BABA
Citigroup (C),05/27,L,positive,52.26,2020-05-27,C
Apple (AAPL),05/27,D,buy,318.11,2020-05-27,AAPL
Coty (COTY),05/27,L,sell,4.51,2020-05-27,COTY
Carvana (CVNA),05/27,L,buy,96.14,2020-05-27,CVNA
Camping World (CWH),05/27,L,buy,21.6,2020-05-27,CWH
Facebook (FB),05/27,D,buy,229.14,2020-05-27,FB
Chegg (CHGG),05/27,L,buy,60.74,2020-05-27,CHGG
Ingevity (NGVT),05/28,L,negative,53.54,2020-05-28,NGVT
Zebra Technologies (ZBRA),05/28,I,buy,257.42,2020-05-28,ZBRA
Teva Pharmaceuticals (TEVA),05/28,L,sell,12.92,2020-05-28,TEVA
SpartanNash (SPTN),05/28,L,buy,20.68,2020-05-28,SPTN
PayPal (PYPL),05/28,I,buy,148.79,2020-05-28,PYPL
PVH Corp (PVH),05/28,L,buy,49.56,2020-05-28,PVH
Oxford Industries (OXM),05/28,L,sell,44.49,2020-05-28,OXM
Merck (MRK),05/28,L,buy,79.04,2020-05-28,MRK
Intel (INTC),05/28,L,sell,61.7,2020-05-28,INTC
General Electric (GE),05/28,L,positive,6.78,2020-05-28,GE
Dollar General (DG),05/28,D,positive,184.11,2020-05-28,DG
Salesforce.com (CRM),05/28,I,buy,181.1,2020-05-28,CRM
Burlington Stores (BURL),05/28,D,positive,213.42,2020-05-28,BURL
Bristol-Myers Squibb (BMY),05/28,L,buy,59.81,2020-05-28,BMY
Aramark (ARMK),05/28,L,sell,26.8,2020-05-28,ARMK
Amgen (AMGN),05/28,L,buy,224.13,2020-05-28,AMGN
Advanced Micro Devices (AMD),05/28,L,buy,51.74,2020-05-28,AMD
DocuSign (DOCU),05/29,D,buy,139.74,2020-05-29,DOCU
DraftKings (DKNG),05/29,L,buy,39.7,2020-05-29,DKNG
Chevron (CVX),05/29,L,buy,91.7,2020-05-29,CVX
Broadcom (AVGO),05/29,D,buy,291.27,2020-05-29,AVGO
Caleres (CAL),05/29,L,sell,7.17,2020-05-29,CAL
Campbell Soup (CPB),05/29,D,positive,50.98,2020-05-29,CPB
Cognex (CGNX),05/29,L,buy,56.74,2020-05-29,CGNX
e.l.f. Beauty (ELF),05/29,I,buy,17.14,2020-05-29,ELF
Anheuser-Busch InBev (BUD),05/29,L,negative,46.88,2020-05-29,BUD
CrowdStrike (CRWD),05/29,D,buy,87.81,2020-05-29,CRWD
Frontline (FRO),05/29,L,sell,9.13,2020-05-29,FRO
ZScaler (ZS),05/29,I,buy,98.09,2020-05-29,ZS
Gap (GPS),05/29,D,sell,8.9,2020-05-29,GPS
Hercules Capital (HTGC),05/29,L,negative,11.14,2020-05-29,HTGC
Noble Energy (NBL),05/29,L,negative,8.73,2020-05-29,NBL
Nio (NIO),05/29,L,sell,3.98,2020-05-29,NIO
JM Smucker (SJM),05/29,D,positive,113.93,2020-05-29,SJM
Constellation Brands (STZ),05/29,L,buy,172.7,2020-05-29,STZ
Tesla (TSLA),05/29,L,buy,835.0,2020-05-29,TSLA
Slack (WORK),05/29,D,buy,35.05,2020-05-29,WORK
Zoom Video Communications (ZM),05/29,D,buy,179.48,2020-05-29,ZM
Fastly (FSLY),05/29,I,buy,43.14,2020-05-29,FSLY
IBM (IBM),06/01,D,positive,124.89,2020-06-01,IBM
Harley Davidson (HOG),06/01,L,sell,22.73,2020-06-01,HOG
DocuSign (DOCU),06/01,D,buy,147.22,2020-06-01,DOCU
International Paper (IP),06/01,L,sell,34.73,2020-06-01,IP
Clorox (CLX),06/01,L,buy,204.21,2020-06-01,CLX
Compugen (CGEN),06/01,L,buy,15.32,2020-06-01,CGEN
Advanced Micro Devices (AMD),06/01,L,buy,53.63,2020-06-01,AMD
CrowdStrike (CRWD),06/01,D,buy,94.84,2020-06-01,CRWD
Lowe's (LOW),06/01,D,positive,129.32,2020-06-01,LOW
Cloudera (CLDR),06/01,L,buy,10.96,2020-06-01,CLDR
Okta (OKTA),06/01,D,buy,204.78,2020-06-01,OKTA
ON Semiconductor (ON),06/01,L,negative,16.78,2020-06-01,ON
Starbucks (SBUX),06/01,D,positive,78.32,2020-06-01,SBUX
Target (TGT),06/01,D,positive,119.49,2020-06-01,TGT
Ulta Beauty (ULTA),06/01,I,buy,239.09,2020-06-01,ULTA
Zoom Video Communications (ZM),06/01,D,buy,204.15,2020-06-01,ZM
ZScaler (ZS),06/01,D,buy,109.98,2020-06-01,ZS
Ciena (CIEN),06/01,L,buy,56.0,2020-06-01,CIEN
NVIDIA (NVDA),06/01,L,buy,352.25,2020-06-01,NVDA
EOG Resources (EOG),06/02,D,buy,54.81,2020-06-02,EOG
Chevron (CVX),06/02,D,buy,94.69,2020-06-02,CVX
Caterpillar (CAT),06/02,D,positive,123.32,2020-06-02,CAT
Ares Capital (ARCC),06/02,L,sell,15.44,2020-06-02,ARCC
Alteryx (AYX),06/02,L,buy,143.99,2020-06-02,AYX
Arcturus Therapeutics (ARCT),06/02,L,buy,40.18,2020-06-02,ARCT
Diamondback Energy (FANG),06/02,D,buy,45.61,2020-06-02,FANG
Apple (AAPL),06/02,D,buy,323.34,2020-06-02,AAPL
Boeing (BA),06/02,D,positive,153.31,2020-06-02,BA
Lyft (LYFT),06/02,L,negative,31.68,2020-06-02,LYFT
Proofpoint (PFPT),06/02,I,buy,117.18,2020-06-02,PFPT
Nike (NKE),06/02,D,buy,100.74,2020-06-02,NKE
Parsley Energy (PE),06/02,D,buy,9.92,2020-06-02,PE
Pioneer Natural Resources (PXD),06/02,D,buy,96.16,2020-06-02,PXD
Qualcomm (QCOM),06/02,D,buy,84.63,2020-06-02,QCOM
Qorvo (QRVO),06/02,D,buy,109.68,2020-06-02,QRVO
Skyworks Solutions (SWKS),06/02,D,buy,123.77,2020-06-02,SWKS
Thor Industries (THO),06/02,F,positive,89.41,2020-06-02,THO
UBS (UBS),06/02,L,sell,11.12,2020-06-02,UBS
Wells Fargo (WFC),06/02,L,buy,27.4,2020-06-02,WFC
Winnebago Industries (WGO),06/02,F,positive,58.16,2020-06-02,WGO
Marvell Technology (MRVL),06/02,I,buy,34.61,2020-06-02,MRVL
Starbucks (SBUX),06/02,D,buy,77.78,2020-06-02,SBUX
Stanley Black & Decker (SWK),06/03,D,positive,137.95,2020-06-03,SWK
VectoIQ Acquisition (VTIQ),06/03,D,sell,33.97,2020-06-03,VTIQ
Akamai Technologies (AKAM),06/03,L,negative,103.01,2020-06-03,AKAM
Boeing (BA),06/03,D,buy,173.16,2020-06-03,BA
B&G Foods (BGS),06/03,I,buy,24.05,2020-06-03,BGS
Caterpillar (CAT),06/03,D,buy,127.09,2020-06-03,CAT
CrowdStrike (CRWD),06/03,I,buy,98.1,2020-06-03,CRWD
Edwards Lifesciences (EW),06/03,L,buy,74.73,2020-06-03,EW
DraftKings (DKNG),06/03,D,negative,40.16,2020-06-03,DKNG
Microsoft (MSFT),06/03,L,buy,185.36,2020-06-03,MSFT
Oracle (ORCL),06/03,L,negative,53.49,2020-06-03,ORCL
Roku (ROKU),06/03,L,negative,103.96,2020-06-03,ROKU
Virgin Galactic (SPCE),06/03,D,sell,16.39,2020-06-03,SPCE
Zoom Video Communications (ZM),06/03,F,buy,223.87,2020-06-03,ZM
Flex (FLEX),06/03,L,buy,10.86,2020-06-03,FLEX
Shopify (SHOP),06/04,I,buy,735.19,2020-06-04,SHOP
VMware (VMW),06/04,L,buy,148.08,2020-06-04,VMW
JM Smucker (SJM),06/04,I,buy,109.1,2020-06-04,SJM
Macy's (M),06/04,L,positive,8.21,2020-06-04,M
NXP Semiconductors (NXPI),06/04,L,buy,109.55,2020-06-04,NXPI
Facebook (FB),06/04,D,positive,226.29,2020-06-04,FB
Costco (COST),06/04,D,buy,310.75,2020-06-04,COST
Bunge (BG),06/04,L,buy,41.3,2020-06-04,BG
Luckin Coffee (LK),06/04,D,sell,4.05,2020-06-04,LK
Tesla (TSLA),06/08,D,buy,949.92,2020-06-08,TSLA
Thor Industries (THO),06/08,I,buy,111.14,2020-06-08,THO
Sorrento Therapeutics (SRNE),06/08,I,buy,4.72,2020-06-08,SRNE
Banco Santander (SAN),06/08,L,buy,2.9,2020-06-08,SAN
PayPal (PYPL),06/08,D,buy,156.09,2020-06-08,PYPL
Ping Identity (PING),06/08,L,buy,29.87,2020-06-08,PING
NVIDIA (NVDA),06/08,D,buy,352.2,2020-06-08,NVDA
Norwegian Cruise Line (NCLH),06/08,D,negative,26.86,2020-06-08,NCLH
Lumentum Holdings (LITE),06/08,L,buy,78.15,2020-06-08,LITE
Intel (INTC),06/08,D,buy,63.67,2020-06-08,INTC
HSBC Holdings (HSBC),06/08,L,positive,26.67,2020-06-08,HSBC
First Horizon National (FHN),06/08,L,buy,12.09,2020-06-08,FHN
Facebook (FB),06/08,D,buy,231.4,2020-06-08,FB
Cisco Systems (CSCO),06/08,D,buy,48.13,2020-06-08,CSCO
American Airlines (AAL),06/08,D,negative,20.31,2020-06-08,AAL
Microsoft (MSFT),06/08,D,buy,188.36,2020-06-08,MSFT
Take-Two Interactive (TTWO),06/08,L,buy,134.8,2020-06-08,TTWO
Biohaven Pharmaceuticals (BHVN),06/08,L,buy,69.76,2020-06-08,BHVN
Apple (AAPL),06/08,D,buy,333.46,2020-06-08,AAPL
Zynga (ZNGA),06/08,L,negative,9.15,2020-06-08,ZNGA
Apple (AAPL),06/09,D,buy,343.99,2020-06-09,AAPL
Zuora (ZUO),06/09,L,buy,12.42,2020-06-09,ZUO
Seattle Genetics (SGEN),06/09,L,buy,148.94,2020-06-09,SGEN
Stitch Fix (SFIX),06/09,I,buy,23.55,2020-06-09,SFIX
Penn National Gaming (PENN),06/09,L,buy,32.5,2020-06-09,PENN
NVIDIA (NVDA),06/09,D,buy,361.84,2020-06-09,NVDA
Marriott International (MAR),06/09,L,negative,107.32,2020-06-09,MAR
General Mills (GIS),06/09,L,buy,62.82,2020-06-09,GIS
Facebook (FB),06/09,D,buy,238.67,2020-06-09,FB
DocuSign (DOCU),06/09,I,buy,141.92,2020-06-09,DOCU
Chewy (CHWY),06/09,I,buy,51.51,2020-06-09,CHWY
Advanced Micro Devices (AMD),06/09,D,buy,56.39,2020-06-09,AMD
Agenus (AGEN),06/09,L,negative,3.77,2020-06-09,AGEN
Axon Enterprise (AAXN),06/09,L,buy,100.27,2020-06-09,AAXN
G-III Apparel Group (GIII),06/09,L,buy,17.28,2020-06-09,GIII
Hertz Global Holdings (HTZ),06/09,F,sell,4.18,2020-06-09,HTZ
TEGNA (TGNA),06/09,L,sell,12.34,2020-06-09,TGNA
Cerus (CERS),06/10,I,buy,6.66,2020-06-10,CERS
CrowdStrike (CRWD),06/10,L,buy,97.22,2020-06-10,CRWD
CyberArk Software (CYBR),06/10,L,negative,103.61,2020-06-10,CYBR
Delta Air Lines (DAL),06/10,D,sell,31.64,2020-06-10,DAL
DocuSign (DOCU),06/10,D,buy,148.05,2020-06-10,DOCU
Johnson & Johnson (JNJ),06/10,D,positive,147.8,2020-06-10,JNJ
Livongo Health (LVGO),06/10,D,buy,63.87,2020-06-10,LVGO
Cloudflare (NET),06/10,L,buy,29.4,2020-06-10,NET
Chegg (CHGG),06/10,D,buy,58.84,2020-06-10,CHGG
Polaris Industries (PII),06/10,F,buy,96.19,2020-06-10,PII
Triumph Group (TGI),06/10,L,buy,10.75,2020-06-10,TGI
Take-Two Interactive (TTWO),06/10,L,buy,137.31,2020-06-10,TTWO
Marriott Vacations Worldw (VAC),06/10,I,buy,94.59,2020-06-10,VAC
Viavi Solutions (VIAV),06/10,L,buy,13.18,2020-06-10,VIAV
World Wrestling Entertain (WWE),06/10,L,negative,46.7,2020-06-10,WWE
Zoom Video Communications (ZM),06/10,D,buy,221.02,2020-06-10,ZM
Royal Caribbean Cruises (RCL),06/10,D,sell,63.59,2020-06-10,RCL
Carnival (CCL),06/10,D,sell,20.59,2020-06-10,CCL
Smith & Wesson Brands (SWBI),06/11,L,negative,17.27,2020-06-11,SWBI
Raytheon Technologies (RTX),06/11,L,buy,62.85,2020-06-11,RTX
Broadcom (AVGO),06/11,D,buy,293.75,2020-06-11,AVGO
PVH Corp (PVH),06/11,I,buy,52.72,2020-06-11,PVH
Pepsico (PEP),06/11,D,buy,127.84,2020-06-11,PEP
L3Harris Technologies (LHX),06/11,I,buy,196.51,2020-06-11,LHX
Leidos (LDOS),06/11,L,negative,100.37,2020-06-11,LDOS
Howard Hughes (HHC),06/11,L,sell,56.9,2020-06-11,HHC
Home Depot (HD),06/11,D,buy,239.47,2020-06-11,HD
Costco (COST),06/11,D,buy,300.83,2020-06-11,COST
Adobe Systems (ADBE),06/11,I,buy,387.67,2020-06-11,ADBE
Apple (AAPL),06/11,D,buy,335.9,2020-06-11,AAPL
Carmax (KMX),06/12,D,buy,89.98,2020-06-12,KMX
Zuora (ZUO),06/12,I,buy,12.42,2020-06-12,ZUO
Exxon Mobil (XOM),06/12,L,negative,47.17,2020-06-12,XOM
